id,area,Y,M,O,Total
20059,107684348.174578,2244,6041,3091,11376
20061,9989135.07980873,1100,3131,1597,5828
20063,59624356.8467842,2630,5709,1991,10330
20064,10659013.5346998,2280,7216,6393,15889
20067,31919339.2052792,7531,23478,7916,38925
2006901,484268.510342368,1303,3491,872,5666
2006902,459323.133521416,1911,5119,1279,8309
2006903,7179248.1019197,8814,23978,6488,39280
2006904,2370449.43513758,5550,14860,3715,24125
2006905,2791910.07241038,3829,10252,2563,16644
2006906,36917021.7190297,10231,27498,7699,45428
2006907,10907675.6819522,9273,25516,8842,43631
20071,37293927.3829465,4012,10972,3676,18660
20072,22397943.3533665,1134,3454,1753,6341
20073,25747475.3734194,1620,3208,1482,6310
20074_AM,106960184.98118,3423,10190,4808,18421
20075,17641416.5280107,1385,3219,1272,5876
20076,5625202.7486463,1869,4443,3597,9909
20077_AM,35434111.3151496,1669,4686,2436,8791
20079,14653406.936328,4673,13910,4091,22674
20080,18551330.1970701,1658,4991,3037,9686
20081,10530078.1970327,1529,6055,2300,9884
20902,5808747.56768596,3304,9825,4481,17610
20903,12012499.1055309,943,2875,2045,5863
21002,33901334.7056378,2103,10836,8264,21203
21005,860810241.164115,2665,11300,10413,24378
21006_AM,474312051.041315,1635,4917,2070,8622
21007_AM,209301086.592575,1348,4696,3328,9372
21008_AM,709094844.501015,852,2773,1411,5036
21010_AM,240545149.27975,3722,12226,8592,24540
21011,144972937.716087,1097,2439,1354,4890
21013,49434770.8017522,2336,6730,5487,14553
21014_AM,134740469.766121,1744,5129,2226,9099
21021,225609678.337027,2592,6893,10301,19786
21023_AM,751738927.90416,1262,3245,1364,5871
21025,173351793.818318,581,2542,1571,4694
21029_AM,623073250.210227,1329,3371,1404,6104
21035_AM,385703073.183295,2850,8213,6441,17504
21040_AM,346547156.21363,1555,3810,1672,7037
2104101,671369.005383135,3172,9743,4984,17899
2104102,1871375.02482626,2792,8577,4388,15757
2104103,43022999.2606525,2330,6961,3692,12983
2104104,1106912.0977735,2815,8647,4424,15886
2104105,9468133.50461695,3075,9176,4588,16839
2104106,24861149.3711887,1817,5492,2802,10111
2104107,26092213.610006,5343,15507,7808,28658
2104108,44506264.0796917,3409,10404,5362,19175
21042,49445571.1580857,5911,12030,3744,21685
21043_AM,156226307.34502,842,2777,1478,5097
21044,128149312.077568,4513,17045,6280,27838
21049_AM,400588186.118094,2183,5386,2767,10336
21050,203749058.937068,4390,10721,6672,21783
21052_AM,100243101.189408,886,3073,1874,5833
21053_AM,296331640.865761,1127,3717,1817,6661
21054,60514341.4643422,1820,7130,2369,11319
21055,49331675.5262858,3380,6446,1754,11580
21056_AM,394725757.830175,1460,3477,1507,6444
21058_AM,697448569.199862,1431,3115,1262,5808
21060,38862955.6141262,3069,7577,5166,15812
21061,72071065.6160119,922,3530,3585,8037
21064,45434557.0404392,2338,4762,2104,9204
21069_AM,819483933.259993,1332,3837,1591,6760
21070,118366893.037958,1047,4810,2566,8423
21072,219012489.945353,2104,6675,4707,13486
21074_AM,102269658.577335,1218,3443,1104,5765
21076_AM,678527379.411974,897,2654,1677,5228
22017_AM,685353708.635467,800,2404,1185,4389
22021_AM,484508712.993934,1013,2962,1380,5355
22039_AM,1313715764.04749,1205,3370,1944,6519
22048,107660738.663105,4076,10299,3910,18285
22053_AM,1036067712.46992,1032,2906,1387,5325
22054_AM,1547457628.36853,1605,3247,990,5842
22060_AM,307041632.972963,1081,2829,1400,5310
22061,25104144.9155173,1811,4926,3255,9992
22084_AM,1413724512.53006,968,2505,1052,4525
22112_AM,495202429.084976,3072,9221,5290,17583
22116_AM,593266280.251956,931,2600,1264,4795
22117_AM,519290054.600424,1060,2925,1587,5572
2212501,253639.122837015,592,2042,1110,3744
2212502,2014769.70006676,1360,4689,2550,8599
2212503,19922755.3555258,2042,6629,3627,12298
2212504,54862187.0242029,997,3436,1839,6272
2212505,73364873.1280981,638,2074,1117,3829
2212506,253909.000857257,676,2331,1268,4275
2212507,10103568.943674,1064,3608,1974,6646
2212508,354705.527584709,671,2314,1258,4243
22130,406491419.676083,1943,6895,4796,13634
22137_AM,750391549.518657,938,2631,1292,4861
22158,155146331.984367,3174,8056,6033,17263
22199,587319344.109981,1453,5727,2387,9567
22204_AM,894314564.736659,842,2598,1501,4941
22213_AM,450392826.752398,832,2491,1651,4974
22225_AM,325337596.042798,1487,4166,1630,7283
22228_AM,893386712.618319,864,2586,1272,4722
22254_AM,516627145.647713,806,2208,1250,4264
22901_AM,1230905520.0776,785,2281,1119,4185
22907_AM,740949802.419427,1044,2809,1288,5141
23002,261793804.767761,2467,12797,6688,21952
23003,237186402.742939,1713,6913,2722,11348
23005,966432562.234717,8039,18703,11054,37796
23006_AM,232595715.015227,2358,6319,3137,11814
23009,193076766.093405,2109,7332,5971,15412
23010,117295813.90004,4040,10444,4072,18556
23012_AM,386111781.943329,1310,3688,2261,7259
23014_AM,123079051.100853,1526,4144,1490,7160
23018_AM,297656655.069053,1495,3447,1380,6322
23024,201598141.12234,2877,9371,3322,15570
23025_AM,606236273.729739,1266,3577,1630,6473
23026_AM,156854884.829708,1659,4066,1760,7485
23028,305886015.130774,2115,4686,1093,7894
23038,38637040.4160194,945,2859,1439,5243
23039_AM,548046013.77325,1537,3576,1685,6798
23044_AM,438082898.670987,1441,4161,2568,8170
2305001,69281246.6418646,1328,4400,3350,9078
2305002,33820223.6041572,1228,4095,3096,8419
2305003,98747542.700856,2456,8047,5985,16488
2305004,87282360.9244403,3338,11191,8639,23168
2305005,105412925.728413,3880,12835,9735,26450
2305006,6173700.61383132,1020,3437,2685,7142
2305007_AD,374874.58635429,1268,4274,3339,8881
2305009,23765988.5806126,1064,3565,2769,7398
23053,149006183.760978,1887,6433,2859,11179
2305501_AD,189972722.150413,3073,8732,3770,15575
2305502_AD,2704683.28818323,2374,6775,2940,12089
2305504,2178605.60585223,2559,7304,3169,13032
2305505,769993.781695078,1185,3383,1468,6036
2305506,540243.699156581,1194,3408,1478,6080
2305507,820705.977194805,1121,3200,1388,5709
23058,97862196.8248922,2728,6260,2478,11466
23059_AM,246376408.661786,1678,5947,3803,11428
23060_AM,270625274.185976,6053,16065,4904,27022
23061_AM,135742828.415973,2719,7317,2991,13027
23063_AM,242407806.399946,1157,3294,2157,6608
23066,147623653.185662,841,3115,1501,5457
23067_AM,208422643.489445,1418,3208,1261,5887
23069_AM,261794769.810676,1880,4441,1843,8164
23070_AM,317589490.236594,1495,4493,1675,7663
23073_AM,370758469.539275,1419,3672,1268,6359
23074_AM,61672454.4017973,962,2981,2011,5954
23079_AM,493983022.242435,1068,2629,1668,5365
23082_AM,549257299.315832,1185,3528,1829,6542
23086_AM,217524742.847899,4413,10351,2470,17234
23087,158087668.664271,3014,6725,4945,14684
23088_AM,203436769.758993,2806,6410,2424,11640
23092,404651947.620636,4946,16666,13621,35233
23093_AM,274314588.985742,1719,3914,2003,7636
23094_AM,418950360.727204,953,3172,1934,6059
23095,239804489.904834,2622,6005,2514,11141
23096_AM,326667159.641582,1588,3741,1518,6847
23097_AM,320202867.772313,2327,6343,1911,10581
23099,88746531.7772589,1228,3224,1774,6226
23902_AM,207418009.81554,1082,3473,1184,5739
23903_AM,134339759.240371,1486,4079,1656,7221
23904_AM,1038530955.5429,1560,4881,2829,9270
23905_AM,192693108.707194,1405,3626,2245,7276
24008,46791622.7530587,2218,5890,3020,11128
24010,19727851.3370724,2309,5832,2705,10846
24014,63365996.832806,717,3907,4729,9353
24015_AM,136562536.77188,1134,3074,1629,5837
24021_AM,956467172.120422,1335,3740,1775,6850
24030,32706342.0046992,525,2399,2535,5459
24034_AM,101606126.427612,1130,4188,2367,7685
24038_AM,56761733.9018104,1330,3129,1436,5895
24039_AM,206452121.976464,1560,3926,1651,7137
24056_AM,300707442.822891,1090,3400,1167,5657
24065_AM,152541785.668992,1590,3666,1788,7044
24070_AM,245055103.584301,1462,3708,1088,6258
24083_AM,1040725393.06802,1242,3081,1320,5643
24088_AM,458124004.35584,1301,3521,1588,6410
2408901,384052.064215695,653,3101,1712,5466
2408902,531074.200936116,1067,5069,2798,8934
2408903,6794787.98194908,2994,14160,7827,24981
2408904,2283559.6793067,2019,9589,5293,16901
2408905,958220.041010738,1446,6865,3790,12101
2408906,2655596.77976595,2015,9568,5282,16865
2408907,3018978.21315799,2163,9717,5465,17345
2408908_AD,20387380.1786085,788,3668,2021,6477
2408910,2052123.61323468,1036,4817,2659,8512
24092_AM,1041985130.92627,1165,3270,1745,6180
24094_AM,545154275.206766,1390,3575,1532,6497
2411501,11872048.4839561,4341,9992,2720,17053
2411502,2660404.38124072,5712,13087,3506,22305
2411503_AD,231526387.165901,3699,8517,2350,14566
2411505,37172565.7769681,2579,6595,2051,11225
24122_AM,1270925469.4225,1295,3363,1470,6128
24134_AM,242960154.722141,1702,4198,1858,7758
24139_AM,842922206.74814,1013,2757,1225,4995
24142,64871031.471782,5437,14519,9962,29918
24148_AM,416898037.424248,1169,3497,1794,6460
24154_AM,599968756.617725,979,2889,1418,5286
24157_AM,170605064.865108,1229,3291,1262,5782
24160_AM,873923939.511283,1233,3235,1419,5887
24163_AM,271525455.419471,1757,5416,2213,9386
24169_AM,212621361.894897,934,3072,2036,6042
24170_AM,703439705.150513,1452,3771,1722,6945
24175_AM,303447190.438029,1565,3991,1779,7335
24181_AM,373241448.81832,1329,3173,1237,5739
24183_AM,1542822339.80679,830,2308,1100,4238
24188,58567866.0121243,1385,2905,895,5185
24189,63649821.6052487,1613,3673,1775,7061
24196_AM,490034303.683448,902,2882,1201,4985
24202,228252672.294167,2472,5347,1604,9423
24209_AM,642205438.649041,1268,3202,1410,5880
24212_AM,332045793.132012,1225,3172,1497,5894
24222,52701150.5899336,4065,8993,4914,17972
24223_AM,97200294.721324,1369,3735,1367,6471
25003,79501961.621648,1050,2548,1678,5276
25007_AM,392931083.42308,1403,4051,1980,7434
25008_AM,319323609.748769,844,2614,1207,4665
25011_AM,221969732.939033,2671,6536,3489,12696
25012_AM,51194191.1965552,1281,3289,1677,6247
25019,48892431.2604125,935,3335,2288,6558
25021_AM,78266747.5633864,1178,2892,1999,6069
25023,15255226.5317682,1003,3423,1850,6276
25025_AM,1234898512.55066,1039,2647,1244,4930
25029_AM,262144439.828714,1078,2932,1473,5483
25033_AM,101081866.539563,790,2070,1092,3952
25034_AM,856493964.601353,1590,4428,1993,8011
25038_AM,139046803.151601,925,2593,1107,4625
25040,57223567.4420351,3591,9505,3206,16302
25048_AM,123636270.155889,1317,3387,1732,6436
25050,35113263.0500341,797,2580,1245,4622
25051_AM,640303216.788453,1099,2635,1217,4951
25058,61716394.7956435,1294,3089,1521,5904
25062_AM,773185093.069679,842,2241,1159,4242
25072,55135160.1776775,1385,4335,2720,8440
25099_AM,61782505.3406657,1076,2877,980,4933
25110,18184786.1512305,1589,3849,1505,6943
25113_AM,110571201.255971,1371,3308,1274,5953
25119_AM,97833559.3251605,1263,3269,1396,5928
2512001,1594988.5846064,4957,12392,8736,26085
2512002,17360467.6603642,3038,7524,5063,15625
2512003,1156505.26602848,1550,3876,2733,8159
2512004,1434046.8457354,3976,9940,7007,20923
2512005,768739.247347228,2362,5905,4163,12430
2512006,1268886.23812961,5057,12643,8913,26613
2512007,57767520.8374281,3165,7907,5130,16202
2512008_AD,130898197.161772,1824,4770,3168,9762
25122_AM,106341228.125064,979,2848,1167,4994
25137,6952125.70153655,1916,7222,4577,13715
25158_AM,53940220.0568182,1082,2895,1307,5284
25171_AM,559173455.118553,977,2592,1192,4761
25172_AM,429755388.605558,972,2619,1456,5047
25173_AM,715208655.735635,848,2559,1300,4707
25189_AM,68717992.1259224,1472,4081,1598,7151
25192_AM,383445956.052254,1034,2919,1453,5406
25193_AM,971889583.95519,929,2501,1112,4542
25203,15160219.1289468,2213,5437,4171,11821
25204_AM,456586624.435621,1383,3669,1562,6614
25207,18244604.7706227,1421,4273,3136,8830
25209_AM,703995150.382501,1289,3149,1037,5475
25217,88059924.5533174,1686,8020,6983,16689
25223_AM,737049437.218644,1068,2776,1321,5165
25228,23371679.4222353,880,2835,763,4478
25234,302695650.9235,1407,3197,875,5479
25240_AM,115617525.29298,1040,2855,1413,5308
25243_AM,377836533.76362,1704,4332,2135,8171
26002_AM,717851915.110203,1556,4209,1697,7462
26005_AM,113918072.201748,2108,5324,2364,9796
26011,194198812.154722,2130,5846,2135,10111
26018,85477634.8269196,2412,8561,3993,14966
26021_AM,140154493.677665,1412,3688,1719,6819
26026_AM,173981088.68841,1009,2851,1333,5193
26036,93582814.3586381,6058,15282,3425,24765
26042_AM,418267671.749273,1484,3202,809,5495
26047_AM,614477808.05063,1000,2638,1170,4808
26059_AM,712155632.163083,1182,3211,1505,5898
26061_AM,1038144596.4729,977,2795,1352,5124
26064_AM,94626474.2931891,1911,4606,2352,8869
26071_AM,42937033.853275,2558,6667,2890,12115
26084,20658103.1751126,2067,5303,2648,10018
2608901_AD,12581668.5938102,1609,4504,1822,7935
2608902,25977926.9584841,8568,23535,8818,40921
2608903,1214320.49331004,5260,14718,5951,25929
2608904,20555649.0073627,10657,29773,12088,52518
2608905,18604948.1077531,3438,9617,3897,16952
26102,37466886.9448338,1324,3923,2884,8131
26117_AM,123143983.140312,1028,2991,1215,5234
26125_AM,58856870.3368931,1368,3774,1447,6589
26129_AM,211486032.51427,1223,2969,1318,5510
26138,40097842.2563235,1529,3345,1380,6254
26168,20464801.1071455,1990,4897,925,7812
27005_AM,217677830.790642,1358,3733,1629,6720
27006_AM,858145173.807783,1416,4182,2073,7671
27010,177115201.446511,1142,2928,1524,5594
27011_AM,469077725.419604,1332,3168,1255,5755
27013_AM,167358065.694261,1671,4412,2010,8093
27014_AM,298771858.679169,977,3416,2006,6399
27015,144805820.199084,1108,2939,939,4986
27016,177111328.25423,1733,4677,2025,8435
27018_AM,826062949.095613,1186,3403,1087,5676
27019,100451110.082955,2339,5499,2258,10096
27020_AM,447135145.64229,1056,3702,1876,6634
27021_AM,549681049.360866,1039,2797,1249,5085
27022,294677753.16923,1425,3703,365,5493
27026_AM,455840771.947303,1431,3582,1494,6507
2702801_AD,8795681.6356155,3719,8061,3856,15636
2702802,7252064.04408285,6389,13848,6624,26861
2702804_AD,82455546.9328448,5249,11409,5443,22101
2702805,9927540.71399272,5667,12283,5875,23825
2702806_AD,221707288.176315,1518,3317,1585,6420
27030_AM,330747014.41597,1507,4746,1543,7796
27031,199661334.075265,3199,9691,6452,19342
27032_AM,261413314.919633,1507,4105,1377,6989
27039_AM,266289717.001217,2525,5547,2059,10131
27040_AM,304316142.481373,816,2750,2291,5857
27041_AM,416435872.63903,1817,4090,1831,7738
27042_AM,311206936.85956,1335,2856,1016,5207
27044_AM,371579280.637796,1234,3318,1397,5949
27048_AM,248699060.500408,1038,3093,1477,5608
27050_AM,562003483.578889,1429,3353,1368,6150
27051,108712895.937625,2238,5755,2216,10209
27057,184707971.063208,2977,7261,3591,13829
27058_AM,287799023.375638,1150,2898,1405,5453
27065,378683665.896546,3211,8825,2732,14768
27066,108436345.208258,3762,9001,3118,15881
27902,8064021.83813078,2200,4739,2467,9406
28002,19787477.7632009,1235,2535,1207,4977
28004,22019136.1680914,2614,5729,1514,9857
2800501,1759567.61628252,8444,20894,1480,30818
2800502,16361210.2301355,14076,35092,3213,52381
2800503,28285475.7271882,7383,18428,1999,27810
2800504,15146507.7108581,9322,23499,2783,35604
2800505,26972122.7316031,11716,29240,2511,43467
2800601,45307407.6513966,25627,63805,19335,108767
2800701,22711718.5556517,3232,15037,11650,29919
2800702,3727024.11670718,5473,24384,18451,48308
2800703,1521026.47749769,3452,16143,12539,32134
2800704,5693737.72525503,5944,27386,21131,54461
28008_AM,114976841.29171,1526,3585,921,6032
28009,37972544.0465178,3856,10818,5472,20146
28010,12678550.8246557,2571,7758,4370,14699
2801301,1461887.94060657,1241,5676,6827,13744
2801302,1517703.51639128,1458,6670,8022,16150
2801303,2326101.44084187,1538,7033,8459,17030
2801304,184482295.359008,1689,4987,3590,10266
28014,80468337.3859066,8124,29672,15467,53263
28015,20833595.3967583,7735,14270,7415,29420
28018,29571280.9927795,545,3337,2432,6314
28022,47483735.0528373,11391,25494,13868,50753
28023,40944919.6626283,1348,4812,2619,8779
28026,49196264.6649741,3167,7139,916,11222
28027_AM,563711957.912849,1778,4711,2203,8692
28030_AM,46246448.2482812,1368,3633,1533,6534
28031_AM,145332134.661501,1388,3777,1515,6680
28032_AM,53939483.5300732,1675,4745,2819,9239
28033,61887299.4773069,1385,3670,1408,6463
28038_AM,68244665.5708544,3041,7384,1419,11844
28040,49482632.0021171,3807,12234,8148,24189
28041,20804071.9833377,1552,4202,2065,7819
28043,126539393.63677,2346,5186,1054,8586
28044,31542582.3269498,1496,5502,2758,9756
28045,183140709.293835,8577,25172,15020,48769
28046,22331250.1780563,1537,4040,1638,7215
28047,25232778.3221974,12762,34728,14042,61532
2804901,1986030.77455233,6352,17969,9622,33943
2804902,4442913.11108474,5489,15525,8314,29328
2804903_AD,5649037.98667475,3477,9838,5262,18577
28050_AM,18209529.2019478,1960,5196,2672,9828
28052_AM,159398110.221245,2146,5588,2897,10631
28053,43176845.0045694,2896,6168,1461,10525
28054,68935341.9168965,4411,8422,2883,15716
2805801,258650.211632976,1713,4404,2192,8309
2805802,5424803.06624032,4252,11262,5944,21458
2805803,558087.577116229,3145,8359,4441,15945
2805804,16092237.7535531,5364,14218,7485,27067
2805805,370886.240719477,2192,5826,3095,11113
2805806,7556131.23872616,6594,17525,9308,33427
2805807,2651128.32588196,4690,12464,6623,23777
2805808,2811148.53761508,4446,11815,6278,22539
2805809,3538157.58260047,5050,13427,7105,25582
28059,33192667.2737136,1692,3608,1491,6791
28060_AM,277866627.251395,1376,3502,1170,6048
28061,65197476.8872882,5947,18347,10327,34621
2806501,12638017.4039324,3999,13800,7023,24822
2806502,2430852.89356134,5296,18736,9797,33829
2806503,8768199.22328113,10600,35742,18165,64507
2806504,54908048.518633,7906,27672,14289,49867
28066,17110168.2015583,2152,5854,2788,10794
28067_AM,72575378.7301552,1409,4450,2384,8243
28068,57416867.1049641,3755,9175,4752,17682
28072,45288890.4006841,1658,4445,2302,8405
28073,19710134.4111894,4229,11765,3317,19311
2807401,18715158.4129087,7920,17483,5665,31068
2807402,1149385.1332343,5430,11844,3708,20982
2807403,7627214.41369057,8349,18542,6093,32984
2807404,1122427.16951221,11215,24463,7659,43337
2807405,10087221.2233268,8497,18565,5829,32891
2807406,2313605.21311898,3239,7065,2212,12516
2807407,2287950.78390582,3348,7304,2287,12939
28075,44377118.0430487,2704,5460,1799,9963
2807901,5212853.96772752,26078,66241,29929,122248
2807902,6588281.46116572,30588,77698,35106,143392
2807903,5367037.70392244,23574,59881,27055,110510
2807904,5401046.36235989,28164,71539,32323,132026
2807905,9193753.66848166,28151,71505,32308,131964
2807906,5379124.2132297,30489,77446,34992,142927
2807907,4683859.19155282,25928,65859,29757,121544
2807908,238338069.693773,48157,122992,55424,226573
2807909,46642511.3742613,23066,59708,25348,108122
2807910,25488625.5182762,46660,123913,54768,225341
2807911,14094617.783112,50874,129225,58387,238486
2807912,7752518.148017,28096,71368,32246,131710
2807913,14991628.4755892,47328,120217,54317,221862
2807914,6117802.0830995,19516,49573,22398,91487
2807915,11463238.3177695,43244,109844,49630,202718
2807916,27504866.5441383,37081,94062,41593,172736
2807917,20206862.4157168,29029,76091,34973,140093
2807918,51538709.2514935,21359,56677,26156,104192
2807919,35388987.4072555,14611,38469,17828,70908
2807920,22243644.2423978,30821,80395,38055,149271
2807921,41981123.4204816,9823,25205,11131,46159
2808001,28163437.0116873,5980,15469,6149,27598
2808002,10389730.5922634,9256,23928,9394,42578
28082,127135123.274469,1908,5257,1660,8825
28083,34997092.7887803,1928,6678,5209,13815
28084,17963654.6850807,4405,12222,6919,23546
28085_AM,113448614.439231,2178,5259,2248,9685
28086,49649275.8410716,1588,4819,3607,10014
28087,19262514.6430269,1185,2511,1118,4814
28089,31228802.2431003,1116,2545,1428,5089
28090,43721385.6973678,2723,7525,2495,12743
28091,45591967.4555532,2000,4502,1224,7726
2809201,20404601.5170666,7769,20841,10126,38736
2809202,7949776.54564164,9918,27017,13354,50289
2809203,1619870.10235486,8365,22462,10978,41805
2809204,15034524.0727386,14353,37895,18450,70698
28095_AM,153603652.346824,1261,3513,1484,6258
28096,101017807.002889,6033,15662,7566,29261
28099_AM,76327111.2002586,1385,3433,1193,6011
28100,20134482.4700756,1762,3689,1226,6677
28104,43880387.7066732,4600,13445,5139,23184
2810601,25007020.1194151,26632,67095,31005,124732
28108,28568778.8521783,1555,3475,1060,6090
28110_AM,142076103.512758,1667,4587,2191,8445
2811301,25345720.0976047,6167,14934,2903,24004
2811302,36754800.3092423,6681,16171,3139,25991
2811501,33891422.8826027,10028,29591,7747,47366
2811502,9296672.42701521,7269,21461,5593,34323
28119_AM,81274217.8144086,1242,3538,1894,6674
2812301,67527317.9778608,15899,48771,19437,84107
28125_AM,242233689.395103,1895,4624,2189,8708
2812701,58320957.4446316,17021,48139,27815,92975
28129,38295346.2856529,2276,6437,4741,13454
28130,38866799.3169791,7319,23356,7558,38233
28131,56469112.5036233,4856,10292,3170,18318
28132,105297834.819743,4774,10557,4164,19495
28133_AM,124101078.942343,2688,6630,2812,12130
2813401,59312507.2656755,14839,46818,22752,84409
28137_AM,229995326.670788,1672,5033,2605,9310
28140_AM,34435190.2510254,1215,3516,1257,5988
28141,24777158.7917821,689,4363,3990,9042
28144,42320722.66911,1966,5695,1310,8971
28145_AM,90874596.350775,1489,3849,1933,7271
2814801,18359575.67172,4716,18110,16141,38967
2814802,5703005.82949453,5636,22019,19398,47053
2814803,4537104.79631162,1634,6367,5494,13495
2814804,3873412.29018703,3126,12300,11027,26453
28149,8996966.96914029,1916,5436,1711,9063
28150,52184992.969356,1018,2493,1176,4687
28151_AM,56161122.7674841,1162,2834,1182,5178
28152,21784982.0863849,5171,11952,6170,23293
28154,43523480.1619884,1895,4333,1490,7718
28160,93951874.8696818,1202,6769,5090,13061
2816101,60240938.0208243,8924,23790,12967,45681
2816102,4043328.52461716,5204,13993,7794,26991
28162_AM,90211637.9535361,1911,4395,1205,7511
28164,34487718.3811752,1401,2567,865,4833
28165_AM,149443995.729178,1586,4828,2195,8609
28167,14404603.8436386,2330,7409,2642,12381
28171,77345087.2291309,1928,4313,737,6978
28172,34601934.3648887,3113,7655,2557,13325
28176,34845168.8026406,5095,11350,4867,21312
28177,25512134.7988592,1741,8567,6608,16916
28180,119241802.420186,1898,4510,1351,7759
28181,68294327.2936809,4997,14119,7386,26502
28901_AM,489534684.892633,1357,3690,1628,6675
28903,37993597.4930514,10529,25079,7964,43572
29001,65234506.6048402,1493,3189,809,5491
29002_AM,114743463.627756,1403,3612,1578,6593
29005,9782554.0695844,1779,3717,789,6285
29007,82868636.0634731,9191,19711,11253,40155
29008,73248627.0525901,5753,11787,8122,25662
29009_AM,95876394.0255366,1789,3699,1342,6830
29011_AM,229841650.979972,1335,3973,1910,7218
29012,169977162.788615,2804,7444,3555,13803
29015_AM,772757851.034449,11608,26222,7041,44871
29017,185985970.559302,2270,4878,2293,9441
29023,145742156.419632,1360,4006,2283,7649
2902501,13777117.7101364,1427,5981,3937,11345
2902502,7549877.96586299,3924,16909,11114,31947
2902503,5619535.06037249,3205,13724,9095,26024
29027_AM,20492243.5392038,1047,2459,888,4394
29028_AM,356397822.247398,1057,3161,1456,5674
29031_AM,329401744.818176,1395,3313,1324,6032
29032,188198995.180857,1887,4732,2458,9077
29038,105294600.354848,5333,12925,7732,25990
29039_AM,133454297.551215,1469,3992,2351,7812
29040_AM,243158201.05796,1415,3285,1599,6299
29041,162783792.389576,1437,2959,1507,5903
29042,127624927.178726,4373,12912,4946,22231
29045_AM,94817434.000044,1735,3817,1656,7208
29046_AM,410427920.401445,1678,4372,1825,7875
29049_AM,53581089.7054493,1251,3003,1104,5358
2905101,45357408.4668468,6056,16974,4680,27710
2905102,1439647.75396501,4680,13212,3557,21449
2905103,91001481.7846832,3870,10925,2985,17780
2905401,3379104.24558019,11212,24351,7378,42941
2905402,1430662.13877763,3317,7207,2180,12704
2905403,5540429.46598483,4597,9997,3031,17625
2906701,882743.75222246,658,2364,1219,4241
2906702,129860036.852519,11192,36592,18390,66174
2906703,197452.009608103,515,1818,938,3271
2906704,885333.61869196,2317,8320,4290,14927
2906705,195519.136970636,605,2134,1102,3841
2906706,77492910.8619966,8935,31505,16396,56836
2906707,58443000.8959047,17789,63022,32766,113577
2906708,84010181.903981,16709,58960,30564,106233
2906709,3666121.30374607,12110,43472,22419,78001
2906710,12617099.7986247,13505,48482,25002,86989
2906711,27770005.4820835,3110,10971,5722,19803
29068,35574157.6515462,3415,7452,4413,15280
2906901,10407429.2356949,13482,32119,16753,62354
2906902,11834049.6043365,7600,18177,9500,35277
2906903,39992758.9317976,5373,12809,6683,24865
2906904,54840687.9130406,3924,9400,4932,18256
2907001,149135031.105265,20509,41607,15445,77561
29072,74685710.3986711,908,2689,1553,5150
29073_AM,80214095.9398803,780,2992,1628,5400
29075,85303902.2956064,4533,11949,4662,21144
29076_AM,185629049.419481,1012,2714,1438,5164
29079_AM,153384406.025811,1451,4264,2110,7825
29080,63736768.3368975,2230,5534,1820,9584
29082_AM,52052416.1199368,9552,25105,13412,48069
29084_AM,461304398.371139,7835,22714,8836,39385
29086_AM,124753171.3134,1132,2725,1213,5070
29088_AM,211285490.577041,1594,5485,2698,9777
29089_AM,177647804.025794,984,3040,1999,6023
29091,50546502.3738577,2485,7914,5022,15421
2909401,27566215.2079685,6894,17397,5708,29999
2909402_AD,59768404.380877,2820,7263,2562,12645
2909403,9549244.88398508,6072,14914,4587,25573
2909404,61089745.598507,3027,7369,2105,12501
29095_AM,92700739.1609684,1294,3300,1348,5942
29097_AM,103290036.561872,2224,5410,2205,9839
29100_AM,183767709.217245,1287,4087,2031,7405
29901,19832431.8325221,7699,38043,20686,66428
30001,235959527.523159,1715,3254,1452,6421
30002,115171075.083982,3471,6902,3312,13685
30003,252169823.13275,11807,23627,1524,36958
30005,16246163.1203489,9229,21215,10493,40937
30007,23828601.4468918,2574,5008,2140,9722
30008,312280465.456824,5201,11716,4366,21283
30009,16387432.0499981,4131,11834,3616,19581
30010,10127309.6915887,2412,6528,2181,11121
30011,87414186.3359059,988,3463,2485,6936
30012,82607143.6828867,2245,6414,3458,12117
30013,185073460.087846,2761,6043,1770,10574
30014_AM,151262053.336812,1099,2863,1232,5194
30015,860203254.891415,3764,13883,9567,27214
3001601,898503.013290596,962,2335,1223,4520
3001602,1052675.56126245,2630,6380,3342,12352
3001603,1488363.50210163,6568,15934,8346,30848
3001604,402114.28674493,1308,3173,1662,6143
3001605,64680999.7701752,2555,6132,3006,11693
3001606,106589271.006938,4517,10949,5699,21165
3001607,128132060.782385,4476,10890,5678,21044
3001608,22799033.675531,9812,23805,12469,46086
3001609,172778466.074874,1636,3979,2074,7689
3001610,60129280.0246546,10731,26033,13636,50400
30017,299581790.356359,4372,9314,2073,15759
30018,10287622.283118,3048,6940,1664,11652
30019,367661865.140087,8794,20454,6952,36200
30020,149665781.827734,2736,6005,2014,10755
30021,274002209.307941,2789,10372,4306,17467
30022,970442906.863204,6547,13999,7202,27748
30023,56585991.3114535,1410,3583,993,5986
3002401,6704269.89173059,8564,32173,17351,58088
3002402,1671256695.90898,5204,19105,10178,34487
30025,15753073.369285,1852,4024,1740,7616
30026,319437977.71134,8755,20837,2272,31864
3002701,169801684.454158,12854,37642,18717,69213
30028,956287081.743661,2334,5077,982,8393
30029_AM,664516791.019605,5407,11641,3855,20903
3003001,5084505.1277287,9971,33589,11957,55517
3003002,3045599.62531699,8421,28369,10098,46888
3003003,3661373.42459012,9001,30322,10794,50117
